,亀山市
10112,387
10113,446
10114,449
10115,431
10116,382
10117,370
10118,330
10119,268
10120,241
10121,275
10122,284
10123,358
10124,430
10125,493
10126,554
10127,522
10128,473
10129,382
10130,289
10131,214
10132,170
10133,158
10134,182
10135,281
10136,378
10137,400
10138,398
10139,374
10140,337
10141,324
10142,299
10143,329
10144,422
10145,509
10146,473
10147,501
10148,525
10149,595
10150,614
10151,599
10152,520
10153,449
10154,356
10155,237
10156,199
10157,184
10158,197
10159,287
10160,417
10161,462
10162,494
10163,477
10164,428
10165,406
10166,349
10167,324
10168,311
10169,273
10170,349
10171,421
10172,479
10173,539
10174,590
10175,552
10176,495
10177,419
10178,320
10179,226
10180,184
10181,169
10182,195
10183,296
10184,406
10185,441
10186,456
10187,433
10188,390
10189,351
10190,347
10191,278
10192,267
10193,270
10194,310
10195,384
10196,455
10197,495
10198,571
10199,550
10200,469
10201,390
10202,318
10203,262
10204,234
10205,251
10206,297
10207,540
10208,618
10209,639
10210,578
10211,521
10212,470
10213,428
10214,395
10215,389
10216,442
10217,429
10218,402
10219,486
10220,533
10221,552
10222,603
10223,642
10224,589
10225,511
10226,417
10227,304
10228,250
10229,221
10230,222
10231,262
10232,389
10233,480
10234,509
10235,519
10236,453
10237,413
10238,362
10239,360
10240,325
10241,331
10242,342
10243,410
10244,442
10245,461
10246,517
10247,534
10248,455
10249,422
10250,331
10251,218
10252,187
10253,172
10254,155
10255,209
10256,309
10257,393
10258,436
10259,468
10260,436
10261,400
10262,368
10263,293
10264,287
10265,284
10266,343
10267,381
10268,446
10269,515
10270,560
10271,548
10272,448
10273,386
10274,281
10275,194
10276,167
10277,149
10278,172
10279,283
10280,405
10281,457
10282,459
10283,433
10284,386
10285,375
10286,320
10287,283
10288,275
10289,264
10290,283
10291,375
10292,441
10293,531
10294,589
10295,536
10296,466
10297,382
10298,280
10299,194
10300,181
10301,154
10302,167
10303,281
10304,394
10305,428
10306,494
10307,427
10308,374
10309,341
10310,279
10311,276
10312,255
10313,275
10314,299
10315,367
10316,427
10317,493
10318,546
10319,551
10320,483
10321,417
10322,274
10323,207
10324,169
10325,147
10326,177
10327,295
10328,388
10329,421
10330,436
10331,398
10332,356
10333,347
10334,295
10335,269
10336,233
10337,279
10338,334
10339,377
10340,456
10341,544
10342,566
10343,705
10344,597
10345,660
10346,1024
10347,729
10348,487
10349,374
10350,370
10351,413
10352,475
10353,533
10354,516
10355,495
10356,449
10357,399
10358,430
10359,859
10360,821
10361,692
10362,586
10363,592
10364,618
10365,681
10366,774
10367,798
10368,686
10369,866
10370,0
10371,0
10372,0
10373,0
10374,0
10375,0
10376,0
10377,0
10378,0
10379,0
10380,0
10381,0
10382,0
10383,155
10384,353
10385,382
10386,385
10387,456
10388,496
10389,533
10390,596
10391,582
10392,516
10393,447
10394,352
10395,255
10396,224
10397,177
10398,217
10399,278
10400,399
10401,475
10402,499
10403,498
10404,435
10405,425
10406,391
10407,317
10408,337
10409,326
10410,324
10411,392
10412,451
10413,562
10414,811
10415,975
10416,804
10417,648
10418,508
10419,365
10420,329
10421,272
10422,250
10423,279
10424,373
10425,463
10426,522
10427,534
10428,488
10429,457
10430,412
10431,384
10432,331
10433,348
10434,347
10435,428
10436,510
10437,586
10438,603
10439,556
10440,483
10441,416
10442,297
10443,220
10444,199
10445,164
10446,188
10447,306
10448,420
10449,477
10450,517
10451,472
10452,409
10453,370
10454,356
10455,324
10456,281
10457,298
10458,320
10459,400
10460,462
10461,553
10462,608
10463,551
10464,483
10465,413
10466,293
10467,202
10468,190
10469,166
10470,183
10471,302
10472,446
10473,455
10474,477
10475,465
10476,382
10477,352
10478,315
10479,280
10480,283
10481,275
10482,322
10483,387
10484,455
10485,526
10486,576
10487,557
10488,471
10489,406
10490,294
10491,209
10492,178
10493,152
10494,187
10495,296
10496,406
10497,436
10498,464
10499,459
10500,402
10501,370
10502,326
10503,297
10504,304
10505,319
10506,368
10507,476
10508,518
10509,576
10510,637
10511,612
10512,512
10513,423
10514,309
10515,204
10516,189
10517,177
10518,215
10519,354
10520,481
10521,483
10522,491
10523,456
10524,400
10525,386
10526,306
10527,297
10528,277
10529,335
10530,311
10531,416
10532,484
10533,583
10534,632
10535,606
10536,511
10537,422
10538,317
10539,235
10540,191
10541,149
10542,206
10543,333
10544,444
10545,442
10546,429
10547,407
10548,353
10549,360
10550,317
10551,267
10552,277
10553,287
10554,340
10555,405
10556,456
10557,519
10558,589
10559,578
10560,499
10561,430
10562,318
10563,220
10564,193
10565,170
10566,189
10567,255
10568,383
10569,459
10570,520
10571,509
10572,420
10573,416
10574,370
10575,338
10576,314
10577,327
10578,324
10579,378
10580,467
10581,508
10582,553
10583,541
10584,485
10585,414
10586,317
10587,214
10588,186
10589,156
10590,163
10591,235
10592,381
10593,473
10594,497
10595,524
10596,425
10597,425
10598,348
10599,330
10600,270
10601,274
10602,339
10603,406
10604,473
10605,515
10606,548
10607,561
10608,493
10609,400
10610,280
10611,195
10612,176
10613,138
10614,181
10615,262
10616,380
10617,448
10618,475
10619,464
10620,445
10621,400
10622,335
10623,307
10624,277
10625,287
10626,359
10627,420
10628,487
10629,588
10630,628
10631,568
10632,483
10633,392
10634,266
10635,199
10636,150
10637,164
10638,217
10639,337
10640,441
10641,451
10642,485
10643,452
10644,383
10645,321
10646,318
10647,295
10648,270
10649,259
10650,277
10651,428
10652,468
10653,557
10654,619
10655,592
10656,513
10657,405
10658,284
10659,217
10660,176
10661,162
10662,204
10663,307
10664,425
10665,439
10666,408
10667,396
10668,370
10669,322
10670,299
10671,286
10672,269
10673,284
10674,332
10675,414
10676,489
10677,569
10678,625
10679,618
10680,514
10681,432
10682,306
10683,216
10684,166
10685,161
10686,201
10687,352
10688,477
10689,478
10690,463
10691,442
10692,390
10693,346
10694,296
10695,280
10696,276
10697,292
10698,303
10699,409
10700,495
10701,538
10702,620
10703,632
10704,512
10705,418
10706,301
10707,206
10708,179
10709,151
10710,215
10711,350
10712,447
10713,474
10714,462
10715,444
10716,385
10717,330
10718,300
10719,291
10720,310
10721,284
10722,299
10723,373
10724,454
10725,501
10726,586
10727,567
10728,496
10729,421
10730,344
10731,243
10732,203
10733,163
10734,165
10735,237
10736,325
10737,454
10738,480
10739,454
10740,415
10741,365
10742,338
10743,326
10744,288
10745,291
10746,316
10747,387
10748,466
10749,509
10750,556
10751,550
10752,493
10753,407
10754,311
10755,216
10756,177
10757,163
10758,166
10759,202
10760,305
10761,401
10762,450
10763,445
10764,414
10765,393
10766,340
10767,317
10768,308
10769,444
10770,508
10771,549
10772,642
10773,666
10774,767
10775,649
10776,489
10777,405
10778,305
10779,229
10780,205
10781,186
10782,184
10783,259
10784,388
10785,475
10786,495
10787,502
10788,463
10789,409
10790,355
10791,315
10792,313
10793,296
10794,349
10795,439
10796,530
10797,609
10798,642
10799,579
10800,488
10801,402
10802,290
10803,208
10804,184
10805,160
10806,197
10807,334
10808,460
10809,467
10810,474
10811,410
10812,348
10813,311
10814,314
10815,284
10816,248
10817,270
10818,308
10819,393
10820,506
10821,586
10822,618
10823,583
10824,506
10825,429
10826,314
10827,223
10828,175
10829,170
10830,186
10831,343
10832,495
10833,581
10834,481
10835,445
10836,398
10837,346
10838,352
10839,302
10840,263
10841,295
10842,308
10843,412
10844,514
10845,580
10846,620
10847,594
10848,515
10849,417
10850,335
10851,223
10852,176
10853,153
10854,193
10855,345
10856,454
10857,473
10858,477
10859,451
10860,381
10861,333
10862,333
10863,290
10864,268
10865,273
10866,309
10867,415
10868,520
10869,583
10870,653
10871,631
10872,537
10873,486
10874,316
10875,226
10876,181
10877,165
10878,196
10879,338
10880,438
10881,444
10882,450
10883,420
10884,378
10885,344
10886,333
10887,300
10888,259
10889,270
10890,318
10891,421
10892,494
10893,526
10894,589
10895,573
10896,485
10897,421
10898,342
10899,218
10900,190
10901,175
10902,185
10903,261
10904,396
10905,452
10906,487
10907,443
10908,406
10909,373
10910,315
10911,274
10912,310
10913,311
10914,330
10915,417
10916,467
10917,496
10918,547
10919,527
10920,471
10921,389
10922,288
10923,226
10924,184
10925,158
10926,138
10927,200
10928,324
10929,456
10930,508
10931,495
10932,450
10933,430
10934,354
10935,296
10936,251
10937,287
10938,352
10939,438
10940,480
10941,553
10942,600
10943,578
10944,487
10945,368
10946,262
10947,186
10948,165
10949,155
10950,188
10951,312
10952,426
10953,450
10954,457
10955,462
10956,374
10957,328
10958,303
10959,260
10960,277
10961,262
10962,309
10963,399
10964,446
10965,536
10966,599
10967,584
10968,521
10969,430
10970,290
10971,187
10972,174
10973,135
10974,182
10975,322
