,鈴鹿市
9720,1584
9721,1443
9722,1220
9723,1038
9724,852
9725,721
9726,741
9727,869
9728,1102
9729,1447
9730,1575
9731,1417
9732,1393
9733,1294
9734,1273
9735,1252
9736,1163
9737,1117
9738,1137
9739,1208
9740,1349
9741,1541
9742,1599
9743,1624
9744,1602
9745,1354
9746,1190
9747,986
9748,793
9749,679
9750,674
9751,790
9752,1000
9753,1363
9754,1534
9755,1421
9756,1288
9757,1225
9758,1186
9759,1144
9760,1109
9761,1048
9762,1063
9763,1159
9764,1337
9765,1444
9766,1551
9767,1656
9768,1583
9769,1342
9770,1139
9771,923
9772,792
9773,688
9774,667
9775,782
9776,999
9777,1345
9778,1408
9779,1347
9780,1247
9781,1189
9782,1142
9783,1170
9784,1072
9785,1025
9786,1031
9787,1132
9788,1312
9789,1449
9790,1566
9791,1624
9792,1579
9793,1405
9794,1154
9795,972
9796,809
9797,666
9798,671
9799,783
9800,1032
9801,1307
9802,1429
9803,1312
9804,1230
9805,1183
9806,1155
9807,1129
9808,1061
9809,1029
9810,1046
9811,1110
9812,1289
9813,1457
9814,1559
9815,1632
9816,1554
9817,1376
9818,1127
9819,955
9820,808
9821,642
9822,689
9823,731
9824,1037
9825,1244
9826,1304
9827,1282
9828,1191
9829,1100
9830,1098
9831,1058
9832,1026
9833,1085
9834,1084
9835,1181
9836,1412
9837,1585
9838,1623
9839,1646
9840,1501
9841,1291
9842,1128
9843,939
9844,777
9845,652
9846,639
9847,699
9848,853
9849,1102
9850,1207
9851,1014
9852,966
9853,959
9854,992
9855,1070
9856,1091
9857,1123
9858,1261
9859,1658
9860,1858
9861,1842
9862,1708
9863,1646
9864,1593
9865,1750
9866,1829
9867,1610
9868,1394
9869,1235
9870,1190
9871,1237
9872,1455
9873,1736
9874,1764
9875,1708
9876,1581
9877,1399
9878,1348
9879,1342
9880,1259
9881,1236
9882,1200
9883,1361
9884,1546
9885,1620
9886,1727
9887,1762
9888,1658
9889,1541
9890,1279
9891,1032
9892,883
9893,768
9894,756
9895,891
9896,1125
9897,1489
9898,1576
9899,1450
9900,1397
9901,1281
9902,1256
9903,1266
9904,1161
9905,1140
9906,1118
9907,1248
9908,1419
9909,1556
9910,1590
9911,1686
9912,1596
9913,1384
9914,1181
9915,993
9916,831
9917,731
9918,723
9919,817
9920,1007
9921,1377
9922,1528
9923,1454
9924,1397
9925,1268
9926,1258
9927,1286
9928,1109
9929,1146
9930,1149
9931,1276
9932,1485
9933,1627
9934,1719
9935,1743
9936,1639
9937,1354
9938,1193
9939,982
9940,810
9941,701
9942,733
9943,810
9944,1134
9945,1404
9946,1383
9947,1201
9948,1146
9949,1099
9950,1060
9951,1044
9952,970
9953,978
9954,1006
9955,1093
9956,1431
9957,1683
9958,1774
9959,1827
9960,1736
9961,1486
9962,1205
9963,1006
9964,827
9965,694
9966,747
9967,846
9968,1190
9969,1467
9970,1350
9971,1165
9972,1101
9973,1037
9974,1058
9975,1042
9976,1018
9977,955
9978,988
9979,1127
9980,1382
9981,1608
9982,1755
9983,1835
9984,1675
9985,1430
9986,1214
9987,997
9988,840
9989,727
9990,745
9991,874
9992,1227
9993,1611
9994,1478
9995,1237
9996,1183
9997,1188
9998,1235
9999,1194
10000,1052
10001,988
10002,1014
10003,1185
10004,1404
10005,1670
10006,1726
10007,1795
10008,1658
10009,1433
10010,1195
10011,1001
10012,826
10013,707
10014,737
10015,889
10016,1235
10017,1562
10018,1435
10019,1226
10020,1156
10021,1103
10022,1052
10023,1054
10024,1006
10025,973
10026,969
10027,1135
10028,1396
10029,1598
10030,1713
10031,1754
10032,1625
10033,1407
10034,1205
10035,1016
10036,834
10037,706
10038,805
10039,1109
10040,1387
10041,1514
10042,1382
10043,1186
10044,989
10045,1370
10046,1570
10047,1410
10048,1362
10049,1334
10050,1241
10051,1344
10052,1519
10053,1672
10054,1788
10055,1852
10056,1723
10057,1503
10058,1280
10059,1081
10060,888
10061,802
10062,774
10063,892
10064,1093
10065,1464
10066,1616
10067,1525
10068,1447
10069,1339
10070,1258
10071,1247
10072,1218
10073,1113
10074,1148
10075,1296
10076,1412
10077,1511
10078,1553
10079,1614
10080,1606
10081,1420
10082,1245
10083,1054
10084,869
10085,749
10086,715
10087,802
10088,1000
10089,1349
10090,1560
10091,1466
10092,1367
10093,1247
10094,1218
10095,1254
10096,1129
10097,1096
10098,1140
10099,1194
10100,1378
10101,1574
10102,1663
10103,1716
10104,1681
10105,1422
10106,1183
10107,1025
10108,811
10109,688
10110,727
10111,887
10112,1241
10113,1591
10114,1494
10115,1249
10116,1140
10117,1110
10118,1055
10119,1085
10120,1050
10121,962
10122,1001
10123,1098
10124,1344
10125,1570
10126,1720
10127,1790
10128,1653
10129,1471
10130,1195
10131,976
10132,785
10133,687
10134,732
10135,822
10136,1157
10137,1443
10138,1340
10139,1164
10140,1076
10141,996
10142,969
10143,929
10144,819
10145,791
10146,1014
10147,1234
10148,1560
10149,1803
10150,1900
10151,1919
10152,1711
10153,1517
10154,1235
10155,1064
10156,861
10157,776
10158,802
10159,899
10160,1150
10161,1489
10162,1432
10163,1193
10164,1159
10165,1122
10166,1117
10167,1137
10168,1091
10169,1125
10170,1094
10171,1214
10172,1498
10173,1664
10174,1776
10175,1878
10176,1735
10177,1488
10178,1260
10179,1042
10180,861
10181,760
10182,809
10183,925
10184,1269
10185,1575
10186,1474
10187,1245
10188,1215
10189,1181
10190,1125
10191,1095
10192,1061
10193,1009
10194,1058
10195,1194
10196,1406
10197,1651
10198,1757
10199,1808
10200,1740
10201,1465
10202,1220
10203,999
10204,874
10205,774
10206,827
10207,890
10208,1363
10209,1724
10210,1568
10211,1442
10212,1360
10213,1327
10214,1249
10215,1179
10216,1188
10217,1251
10218,1305
10219,1342
10220,1546
10221,1749
10222,1778
10223,1793
10224,1724
10225,1535
10226,1322
10227,1181
10228,1014
10229,876
10230,848
10231,967
10232,1162
10233,1494
10234,1645
10235,1535
10236,1473
10237,1388
10238,1346
10239,1243
10240,1205
10241,1162
10242,1176
10243,1294
10244,1499
10245,1613
10246,1703
10247,1747
10248,1701
10249,1418
10250,1220
10251,1062
10252,877
10253,753
10254,756
10255,819
10256,971
10257,1255
10258,1534
10259,1471
10260,1384
10261,1283
10262,1215
10263,1236
10264,1162
10265,1147
10266,1135
10267,1308
10268,1539
10269,1691
10270,1813
10271,1795
10272,1692
10273,1425
10274,1198
10275,1009
10276,827
10277,725
10278,745
10279,890
10280,1281
10281,1625
10282,1455
10283,1221
10284,1171
10285,1121
10286,1082
10287,1080
10288,1019
10289,986
10290,1053
10291,1179
10292,1444
10293,1648
10294,1735
10295,1831
10296,1699
10297,1446
10298,1222
10299,1019
10300,790
10301,699
10302,770
10303,889
10304,1314
10305,1649
10306,1434
10307,1223
10308,1156
10309,1070
10310,1120
10311,1050
10312,996
10313,942
10314,982
10315,1125
10316,1421
10317,1659
10318,1805
10319,1833
10320,1650
10321,1416
10322,1198
10323,976
10324,834
10325,732
10326,753
10327,868
10328,1260
10329,1580
10330,1419
10331,1161
10332,1065
10333,1002
10334,1018
10335,1039
10336,1015
10337,946
10338,998
10339,1162
10340,1418
10341,1621
10342,1783
10343,1754
10344,1860
10345,1794
10346,2199
10347,4549
10348,6046
10349,6310
10350,7110
10351,7343
10352,7062
10353,6965
10354,6761
10355,6751
10356,6694
10357,6706
10358,6679
10359,6335
10360,6357
10361,6366
10362,6564
10363,6577
10364,6704
10365,6698
10366,6552
10367,6557
10368,6674
10369,6361
10370,7178
10371,7636
10372,7507
10373,7153
10374,7090
10375,7230
10376,7394
10377,7971
10378,8218
10379,8370
10380,8080
10381,7283
10382,7006
10383,6773
10384,6573
10385,6593
10386,6619
10387,6630
10388,6754
10389,6842
10390,6727
10391,6733
10392,6598
10393,6529
10394,6562
10395,5554
10396,1620
10397,999
10398,948
10399,1070
10400,1343
10401,1724
10402,1778
10403,1670
10404,1572
10405,1476
10406,1400
10407,1387
10408,1296
10409,1229
10410,1271
10411,1374
10412,1540
10413,1646
10414,1604
10415,1497
10416,1564
10417,1463
10418,1439
10419,1363
10420,1108
10421,966
10422,919
10423,963
10424,1163
10425,1453
10426,1643
10427,1575
10428,1556
10429,1434
10430,1420
10431,1361
10432,1278
10433,1244
10434,1294
10435,1420
10436,1624
10437,1769
10438,1924
10439,1932
10440,1778
10441,1497
10442,1293
10443,1070
10444,854
10445,786
10446,826
10447,987
10448,1375
10449,1688
10450,1529
10451,1309
10452,1240
10453,1183
10454,1178
10455,1131
10456,1124
10457,1083
10458,1125
10459,1245
10460,1514
10461,1685
10462,1816
10463,1887
10464,1754
10465,1469
10466,1286
10467,1051
10468,873
10469,755
10470,824
10471,990
10472,1347
10473,1722
10474,1517
10475,1266
10476,1197
10477,1121
10478,1130
10479,1131
10480,1045
10481,1031
10482,1048
10483,1196
10484,1466
10485,1690
10486,1813
10487,1825
10488,1720
10489,1460
10490,1255
10491,1028
10492,858
10493,729
10494,795
10495,937
10496,1340
10497,1631
10498,1434
10499,1201
10500,1114
10501,1056
10502,1068
10503,1046
10504,970
10505,1022
10506,1015
10507,1116
10508,1401
10509,1657
10510,1794
10511,1822
10512,1701
10513,1453
10514,1229
10515,1072
10516,864
10517,734
10518,770
10519,882
10520,1280
10521,1617
10522,1484
10523,1268
10524,1224
10525,1086
10526,1102
10527,1054
10528,1011
10529,952
10530,999
10531,1112
10532,1364
10533,1570
10534,1705
10535,1776
10536,1713
10537,1493
10538,1266
10539,1025
10540,865
10541,755
10542,754
10543,854
10544,1184
10545,1479
10546,1331
10547,1145
10548,1102
10549,1007
10550,1003
10551,1044
10552,988
10553,953
10554,968
10555,1062
10556,1257
10557,1473
10558,1576
10559,1677
10560,1639
10561,1441
10562,1284
10563,1059
10564,877
10565,751
10566,717
10567,830
10568,1055
10569,1398
10570,1478
10571,1403
10572,1378
10573,1283
10574,1248
10575,1228
10576,1154
10577,1087
10578,1123
10579,1219
10580,1262
10581,1315
10582,1375
10583,1630
10584,1716
10585,1567
10586,1291
10587,1068
10588,865
10589,725
10590,713
10591,759
10592,941
10593,1316
10594,1531
10595,1460
10596,1387
10597,1263
10598,1244
10599,1216
10600,1138
10601,1082
10602,1072
10603,1156
10604,1342
10605,1503
10606,1617
10607,1666
10608,1614
10609,1385
10610,1187
10611,999
10612,817
10613,720
10614,655
10615,734
10616,971
10617,1400
10618,1489
10619,1400
10620,1290
10621,1208
10622,1193
10623,1131
10624,1078
10625,1045
10626,1010
10627,1161
10628,1438
10629,1568
10630,1689
10631,1751
10632,1656
10633,1458
10634,1229
10635,986
10636,817
10637,667
10638,699
10639,819
10640,1217
10641,1573
10642,1427
10643,1235
10644,1114
10645,1062
10646,1040
10647,1020
10648,984
10649,941
10650,1004
10651,1052
10652,1380
10653,1567
10654,1671
10655,1789
10656,1652
10657,1445
10658,1208
10659,995
10660,817
10661,701
10662,709
10663,834
10664,1142
10665,1462
10666,1353
10667,1104
10668,1027
10669,1018
10670,981
10671,962
10672,960
10673,916
10674,949
10675,1095
10676,1369
10677,1556
10678,1723
10679,1812
10680,1661
10681,1448
10682,1208
10683,1039
10684,852
10685,708
10686,752
10687,843
10688,1258
10689,1651
10690,1516
10691,1281
10692,1204
10693,1096
10694,1075
10695,1037
10696,975
10697,941
10698,982
10699,1054
10700,1327
10701,1559
10702,1713
10703,1750
10704,1719
10705,1497
10706,1227
10707,1040
10708,857
10709,728
10710,699
10711,852
10712,1237
10713,1618
10714,1473
10715,1231
10716,1149
10717,1080
10718,1056
10719,1023
10720,953
10721,935
10722,940
10723,1069
10724,1289
10725,1497
10726,1532
10727,1656
10728,1605
10729,1472
10730,1232
10731,1055
10732,859
10733,763
10734,719
10735,778
10736,960
10737,1190
10738,1289
10739,1237
10740,1178
10741,1157
10742,1140
10743,1068
10744,1062
10745,1038
10746,1062
10747,1178
10748,1354
10749,1453
10750,1535
10751,1616
10752,1560
10753,1387
10754,1202
10755,1032
10756,846
10757,704
10758,656
10759,703
10760,849
10761,1138
10762,1346
10763,1347
10764,1243
10765,1184
10766,1160
10767,1077
10768,1032
10769,894
10770,895
10771,1052
10772,1244
10773,1487
10774,1554
10775,1675
10776,1646
10777,1518
10778,1349
10779,1101
10780,812
10781,654
10782,635
10783,683
10784,881
10785,1258
10786,1472
10787,1434
10788,1358
10789,1261
10790,1195
10791,1139
10792,1062
10793,1033
10794,1032
10795,1177
10796,1454
10797,1596
10798,1696
10799,1770
10800,1653
10801,1483
10802,1243
10803,986
10804,797
10805,668
10806,698
10807,825
10808,1199
10809,1542
10810,1388
10811,1164
10812,1121
10813,1037
10814,976
10815,969
10816,934
10817,907
10818,923
10819,1071
10820,1306
10821,1495
10822,1664
10823,1788
10824,1689
10825,1462
10826,1219
10827,999
10828,825
10829,707
10830,736
10831,849
10832,1211
10833,1555
10834,1538
10835,1280
10836,1198
10837,1159
10838,1043
10839,1035
10840,979
10841,919
10842,1003
10843,1064
10844,1303
10845,1530
10846,1663
10847,1787
10848,1700
10849,1486
10850,1204
10851,1011
10852,813
10853,712
10854,720
10855,828
10856,1213
10857,1558
10858,1425
10859,1208
10860,1156
10861,1061
10862,1017
10863,1010
10864,951
10865,921
10866,947
10867,1078
10868,1277
10869,1493
10870,1600
10871,1727
10872,1674
10873,1412
10874,1242
10875,1047
10876,853
10877,728
10878,723
10879,808
10880,1177
10881,1535
10882,1372
10883,1165
10884,1101
10885,1001
10886,971
10887,1006
10888,976
10889,924
10890,949
10891,1033
10892,1257
10893,1457
10894,1565
10895,1693
10896,1675
10897,1459
10898,1205
10899,1060
10900,849
10901,694
10902,684
10903,815
10904,1005
10905,1391
10906,1459
10907,1338
10908,1225
10909,1144
10910,1107
10911,1100
10912,1042
10913,1039
10914,1103
10915,1127
10916,1318
10917,1453
10918,1513
10919,1598
10920,1553
10921,1359
10922,1192
10923,1006
10924,797
10925,675
10926,655
10927,686
10928,852
10929,1171
10930,1450
10931,1406
10932,1320
10933,1226
10934,1260
10935,1209
10936,1156
10937,1071
10938,1091
10939,1175
10940,1379
10941,1564
10942,1639
10943,1709
10944,1631
10945,1435
10946,1200
10947,993
10948,770
10949,653
10950,656
10951,770
10952,1097
10953,1501
10954,1405
10955,1176
10956,1133
10957,1068
10958,1013
10959,1027
10960,930
10961,911
10962,939
10963,1027
10964,1295
10965,1525
10966,1622
10967,1733
10968,1642
10969,1422
10970,1204
10971,1037
10972,799
10973,725
10974,710
10975,798
