,鈴鹿市
10023,0
10024,0
10025,0
10026,0
10027,0
10028,0
10029,0
10030,0
10031,0
10032,0.4
10033,1
10034,0.5
10035,0.3
10036,0.2
10037,2.1
10038,6.1
10039,0
10040,0
10041,0.1
10042,0.3
10043,0
10044,16.3
10045,10
10046,1.1
10047,1.9
10048,0.4
10049,0.8
10050,1.1
10051,0.2
10052,2.9
10053,0.4
10054,0
10055,0
10056,1
10057,0.3
10058,0.1
10059,0.1
10060,0.4
10061,0.4
10062,0
10063,0
10064,0
10065,0
10066,0
10067,0
10068,0
10069,0
10070,0
10071,0
10072,0
10073,0
10074,0.3
10075,1.2
10076,0.5
10077,0.7
10078,0.1
10079,0.5
10080,1.6
10081,0.1
10082,0
10083,0
10084,0
10085,0
10086,0
10087,0
10088,0
10089,0
10090,0
10091,0
10092,0
10093,0
10094,0
10095,0
10096,0
10097,0
10098,0
10099,0
10100,0
10101,0
10102,0
10103,0
10104,0
10105,0
10106,0
10107,0
10108,0
10109,0
10110,0
10111,0
10112,0
10113,0
10114,0
10115,0
10116,0
10117,0
10118,0
10119,0
10120,0
10121,0
10122,0
10123,0
10124,0
10125,0
10126,0
10127,0
10128,0
10129,0
10130,0
10131,0
10132,0
10133,0
10134,0
10135,0
10136,0
10137,0
10138,0
10139,0
10140,0
10141,0
10142,0.1
10143,2.8
10144,9.8
10145,9.1
10146,1.9
10147,1.7
10148,2
10149,0.3
10150,0.2
10151,1.8
10152,0.6
10153,1.4
10154,0.2
10155,0
10156,0
10157,0
10158,0
10159,0.6
10160,2.4
10161,2.1
10162,2
10163,1.5
10164,6.6
10165,0.3
10166,1.5
10167,1.6
10168,1.1
10169,1.2
10170,0.5
10171,0.2
10172,0.1
10173,0.3
10174,0.2
10175,0
10176,0
10177,0
10178,0
10179,0
10180,0.2
10181,0.1
10182,0
10183,0
10184,0.1
10185,0.1
10186,0.2
10187,0
10188,0
10189,0
10190,0
10191,0
10192,0
10193,0
10194,0
10195,0
10196,0
10197,0.1
10198,0
10199,0
10200,0
10201,0
10202,3.3
10203,4.9
10204,4.2
10205,4.4
10206,8.6
10207,7.9
10208,9.3
10209,3.8
10210,1
10211,0.5
10212,0
10213,0.3
10214,0.3
10215,5.5
10216,14.9
10217,0
10218,0
10219,0
10220,1.2
10221,0.1
10222,1.6
10223,1.7
10224,8.9
10225,0.6
10226,0
10227,0
10228,3.3
10229,0.1
10230,0
10231,0
10232,0
10233,0
10234,0
10235,0
10236,0
10237,0.4
10238,0.1
10239,0
10240,0
10241,2.4
10242,0.7
10243,1.1
10244,0.2
10245,0.1
10246,0.5
10247,0
10248,0.1
10249,0
10250,0
10251,0
10252,0
10253,0
10254,0
10255,0
10256,0
10257,0
10258,0
10259,0
10260,0
10261,0
10262,0
10263,0
10264,0
10265,0
10266,0
10267,0
10268,0
10269,0
10270,0
10271,0
10272,0
10273,0
10274,0
10275,0
10276,0
10277,0
10278,0
10279,0
10280,0
10281,0
10282,0
10283,0
10284,0
10285,0
10286,0
10287,0
10288,0
10289,0
10290,0
10291,0
10292,0
10293,0
10294,0
10295,0
10296,0
10297,0
10298,0
10299,0
10300,0
10301,0
10302,0
10303,0
10304,0
10305,0
10306,0
10307,0
10308,0
10309,0
10310,0
10311,0
10312,0
10313,0
10314,0
10315,0
10316,0
10317,0
10318,0
10319,0
10320,0
10321,0
10322,0
10323,0
10324,1.1
10325,0.5
10326,0
10327,0
10328,0
10329,0
10330,0.8
10331,0
10332,0
10333,0
10334,0
10335,0
10336,0
10337,1.5
10338,1
10339,0.7
10340,0.5
10341,6.3
10342,2.7
10343,12.1
10344,14
10345,3.3
10346,28.5
10347,38.1
10348,6.5
10349,11
10350,8.8
10351,0
10352,0
10353,0
10354,0
10355,0
10356,0
10357,0.5
10358,15.4
10359,5.7
10360,2.1
10361,5.8
10362,0
10363,0
10364,0
10365,0
10366,0.3
10367,21.9
10368,6.6
10369,13.2
10370,37.5
10371,16
10372,3
10373,0
10374,0
10375,0
10376,0
10377,0
10378,0
10379,0
10380,0
10381,0
10382,0
10383,0
10384,0
10385,0
10386,0
10387,0
10388,0
10389,0
10390,0
10391,0
10392,0
10393,0
10394,0
10395,0
10396,0
10397,0
10398,0
10399,0
10400,0
10401,0
10402,0
10403,0
10404,0
10405,0
10406,0
10407,0
10408,0
10409,0
10410,0
10411,0
10412,0
10413,3.5
10414,4
10415,3.7
10416,0
10417,0
10418,0
10419,0
10420,0
10421,0
10422,0
10423,0
10424,0
10425,0
10426,0
10427,0
10428,0
10429,0
10430,0
10431,0
10432,0
10433,0
10434,0
10435,0
10436,0
10437,0
10438,0
10439,0
10440,0
10441,0
10442,0
10443,0
10444,0
10445,0
10446,0
10447,0
10448,0
10449,0
10450,0
10451,0
10452,0
10453,0
10454,0
10455,0
10456,0
10457,0
10458,0
10459,0
10460,0
10461,0
10462,0
10463,0
10464,0
10465,0
10466,0
10467,0
10468,0
10469,0
10470,0
10471,0
10472,0
10473,0
10474,0
10475,0
10476,0
10477,0
10478,0
10479,0
10480,0.3
10481,1.2
10482,0
10483,0
10484,0
10485,0
10486,0
10487,0
10488,0
10489,0
10490,0
10491,0
10492,0
10493,0
10494,0
10495,0
10496,0
10497,0
10498,0
10499,0
10500,0
10501,0
10502,1.4
10503,0.3
10504,1
10505,1.8
10506,1.3
10507,1
10508,0
10509,0.2
10510,0.6
10511,0
10512,0
10513,0
10514,0
10515,0
10516,0
10517,0
10518,0
10519,0
10520,0
10521,0
10522,0
10523,0
10524,0
10525,0
10526,0
10527,0
10528,0
10529,0
10530,0
10531,0
10532,0
10533,0
10534,0
10535,0
10536,0.1
10537,0
10538,0
10539,0
10540,0
10541,0.3
10542,0.1
10543,0.3
10544,0.7
10545,0.4
10546,0.5
10547,0.4
10548,0.5
10549,0.3
10550,0.5
10551,0.2
10552,0
10553,0
10554,0
10555,0
10556,0
10557,0
10558,0
10559,0
10560,0
10561,0
10562,0
10563,0
10564,0
10565,0
10566,0
10567,0
10568,0
10569,0
10570,0
10571,0
10572,0
10573,0
10574,0
10575,0
10576,0
10577,0
10578,0
10579,0
10580,0
10581,0
10582,0
10583,0
10584,0
10585,0
10586,0
10587,0
10588,0
10589,0
10590,0
10591,0
10592,0
10593,0
10594,0
10595,0
10596,0
10597,0
10598,0
10599,0
10600,0
10601,0
10602,0
10603,0
10604,0
10605,0
10606,0
10607,0
10608,0
10609,0
10610,0
10611,0
10612,0
10613,0
10614,0
10615,0
10616,0
10617,0
10618,0
10619,0
10620,0
10621,0
10622,0
10623,0
10624,0
10625,0
10626,0
10627,0
10628,0
10629,0
10630,0
10631,0
10632,0
10633,0
10634,0
10635,0
10636,0
10637,0
10638,0
10639,0
10640,0
10641,0
10642,0
10643,0
10644,0
10645,0
10646,0
10647,0
10648,0
10649,0
10650,0
10651,0
10652,0
10653,0
10654,0
10655,0
10656,0
10657,0
10658,0
10659,0
10660,0
10661,0.3
10662,0
10663,0
10664,0
10665,0
10666,0
10667,0
10668,3.8
10669,0.2
10670,1.1
10671,0.5
10672,0
10673,0
10674,0
10675,0
10676,0
10677,0
10678,0
10679,0
10680,0
10681,0
10682,0
10683,0
10684,0
10685,0
10686,0
10687,0
10688,0
10689,0
10690,0
10691,0
10692,0
10693,0
10694,0
10695,0
10696,0
10697,0
10698,0
10699,0
10700,0
10701,0
10702,0
10703,0
10704,0
10705,0
10706,0
10707,0
10708,0
10709,0
10710,0
10711,0
10712,0
10713,0
10714,0
10715,0
10716,0
10717,0
10718,0
10719,3
10720,5
10721,1
10722,0.9
10723,0.9
10724,0.7
10725,0.7
10726,1.6
10727,1.6
10728,1.2
10729,0.7
10730,1.4
10731,0.2
10732,0.1
10733,0
10734,0
10735,0
10736,0
10737,0
10738,0
10739,0
10740,0
10741,0
10742,0
10743,0
10744,0
10745,0
10746,0
10747,0
10748,0
10749,0
10750,0
10751,0
10752,0
10753,0
10754,0
10755,0
10756,0
10757,0
10758,0
10759,0
10760,0
10761,0
10762,0
10763,0
10764,0
10765,0.2
10766,0.1
10767,0
10768,1.9
10769,6.8
10770,8.5
10771,1.9
10772,0.2
10773,0
10774,0
10775,0
10776,3.3
10777,0.3
10778,0
10779,0
10780,0.3
10781,0.5
10782,0.3
10783,1.7
10784,0
10785,0
10786,0
10787,0
10788,0
10789,0
10790,0
10791,0
10792,0
10793,0
10794,0
10795,0
10796,0
10797,0
10798,0
10799,0
10800,0
10801,0
10802,0
10803,0
10804,0
10805,0
10806,0
10807,0
10808,0
10809,0
10810,0
10811,0.3
10812,0
10813,0
10814,0
10815,0
10816,0
10817,0
10818,0
10819,0
10820,0
10821,0
10822,0
10823,0
10824,0
10825,0
10826,0
10827,0
10828,0
10829,0
10830,0
10831,0
10832,0
10833,0
10834,0
10835,0
10836,0
10837,0
10838,0
10839,0
10840,0
10841,0
10842,0
10843,0
10844,0
10845,0
10846,0
10847,0
10848,0
10849,0
10850,0
10851,0
10852,0
10853,0
10854,0
10855,0
10856,0
10857,0
10858,0
10859,0
10860,0
10861,0
10862,0
10863,0
10864,0
10865,0
10866,0
10867,0
10868,0
10869,0
10870,0
10871,0
10872,0
10873,0
10874,0
10875,0
10876,0
10877,0
10878,0
10879,0
10880,0
10881,0
10882,0
10883,0
10884,0
10885,0
10886,0
10887,0
10888,0
10889,0
10890,0
10891,0
10892,0
10893,0
10894,0
10895,0
10896,0
10897,0
10898,0
10899,0
10900,0
10901,0
10902,0
10903,0.3
10904,0
10905,0
10906,0
10907,0
10908,0
10909,0
10910,0
10911,0
10912,0
10913,0
10914,0
10915,0
10916,0
10917,0
10918,0
10919,0
10920,0
10921,0.2
10922,0
10923,0
10924,0
10925,0
10926,0
10927,0
10928,0
10929,0
10930,0
10931,0
10932,0
10933,0
10934,0
10935,0
10936,0
10937,0
10938,0
10939,0
10940,0
10941,0
10942,0
10943,0
10944,0
10945,0
10946,0
10947,0
10948,0
10949,0
10950,0
10951,0
10952,0
10953,0
10954,0
10955,0
10956,0
10957,0
10958,0
10959,0
10960,0
10961,0
10962,0
10963,0
10964,0
10965,0
10966,0
10967,0
10968,0
10969,0
10970,0
10971,0
10972,0
10973,0
10974,0
10975,0
