,四日市市
10110,116
10111,204
10112,333
10113,361
10114,261
10115,222
10116,189
10117,171
10118,159
10119,135
10120,132
10121,139
10122,142
10123,217
10124,276
10125,314
10126,348
10127,326
10128,272
10129,214
10130,156
10131,106
10132,80
10133,93
10134,113
10135,198
10136,342
10137,313
10138,229
10139,213
10140,164
10141,136
10142,135
10143,139
10144,160
10145,168
10146,203
10147,268
10148,317
10149,347
10150,381
10151,338
10152,287
10153,221
10154,160
10155,125
10156,94
10157,86
10158,117
10159,204
10160,322
10161,335
10162,286
10163,213
10164,193
10165,155
10166,156
10167,156
10168,150
10169,175
10170,183
10171,229
10172,299
10173,335
10174,367
10175,333
10176,287
10177,228
10178,165
10179,110
10180,95
10181,83
10182,130
10183,226
10184,339
10185,361
10186,263
10187,216
10188,210
10189,173
10190,156
10191,153
10192,141
10193,173
10194,163
10195,224
10196,289
10197,322
10198,340
10199,353
10200,289
10201,219
10202,157
10203,122
10204,95
10205,96
10206,152
10207,264
10208,375
10209,358
10210,275
10211,236
10212,200
10213,181
10214,174
10215,179
10216,202
10217,271
10218,286
10219,279
10220,329
10221,345
10222,373
10223,347
10224,294
10225,250
10226,201
10227,150
10228,134
10229,113
10230,131
10231,213
10232,311
10233,378
10234,348
10235,289
10236,261
10237,211
10238,183
10239,173
10240,174
10241,175
10242,192
10243,243
10244,271
10245,291
10246,330
10247,317
10248,279
10249,219
10250,171
10251,134
10252,96
10253,100
10254,104
10255,156
10256,248
10257,307
10258,328
10259,290
10260,245
10261,205
10262,177
10263,161
10264,153
10265,151
10266,193
10267,240
10268,278
10269,334
10270,351
10271,334
10272,281
10273,217
10274,168
10275,115
10276,88
10277,89
10278,117
10279,255
10280,368
10281,366
10282,280
10283,209
10284,190
10285,171
10286,150
10287,151
10288,134
10289,125
10290,172
10291,230
10292,299
10293,349
10294,372
10295,334
10296,269
10297,211
10298,157
10299,106
10300,95
10301,88
10302,118
10303,244
10304,355
10305,381
10306,259
10307,215
10308,175
10309,158
10310,141
10311,159
10312,127
10313,156
10314,176
10315,219
10316,303
10317,348
10318,362
10319,337
10320,279
10321,231
10322,150
10323,114
10324,86
10325,81
10326,108
10327,214
10328,337
10329,355
10330,254
10331,197
10332,170
10333,152
10334,151
10335,128
10336,140
10337,133
10338,175
10339,248
10340,296
10341,342
10342,342
10343,362
10344,345
10345,350
10346,598
10347,1092
10348,1195
10349,1107
10350,1091
10351,993
10352,912
10353,41
10354,440
10355,388
10356,332
10357,292
10358,275
10359,256
10360,249
10361,290
10362,342
10363,412
10364,486
10365,499
10366,484
10367,386
10368,325
10369,269
10370,174
10371,432
10372,950
10373,991
10374,1043
10375,1058
10376,765
10377,995
10378,873
10379,993
10380,911
10381,-4
10382,-31
10383,942
10384,-28
10385,529
10386,245
10387,263
10388,316
10389,352
10390,355
10391,348
10392,308
10393,259
10394,205
10395,142
10396,121
10397,125
10398,156
10399,213
10400,333
10401,372
10402,347
10403,317
10404,250
10405,216
10406,211
10407,177
10408,164
10409,165
10410,204
10411,228
10412,267
10413,309
10414,322
10415,328
10416,290
10417,217
10418,160
10419,134
10420,106
10421,89
10422,122
10423,159
10424,252
10425,327
10426,331
10427,302
10428,251
10429,210
10430,189
10431,169
10432,154
10433,167
10434,195
10435,240
10436,286
10437,348
10438,357
10439,337
10440,283
10441,204
10442,156
10443,117
10444,94
10445,83
10446,133
10447,228
10448,376
10449,363
10450,278
10451,223
10452,208
10453,165
10454,143
10455,153
10456,163
10457,135
10458,161
10459,228
10460,288
10461,347
10462,384
10463,347
10464,276
10465,209
10466,150
10467,113
10468,94
10469,85
10470,136
10471,227
10472,375
10473,357
10474,271
10475,202
10476,193
10477,154
10478,144
10479,147
10480,141
10481,155
10482,185
10483,230
10484,273
10485,349
10486,370
10487,328
10488,283
10489,201
10490,155
10491,105
10492,93
10493,80
10494,116
10495,233
10496,353
10497,353
10498,276
10499,208
10500,168
10501,170
10502,150
10503,159
10504,146
10505,129
10506,166
10507,234
10508,284
10509,328
10510,350
10511,333
10512,276
10513,210
10514,153
10515,107
10516,87
10517,81
10518,131
10519,236
10520,360
10521,363
10522,275
10523,220
10524,168
10525,167
10526,157
10527,136
10528,144
10529,137
10530,166
10531,217
10532,287
10533,318
10534,355
10535,329
10536,274
10537,205
10538,150
10539,108
10540,89
10541,95
10542,127
10543,208
10544,344
10545,325
10546,253
10547,194
10548,152
10549,156
10550,123
10551,154
10552,142
10553,135
10554,170
10555,204
10556,253
10557,291
10558,320
10559,321
10560,277
10561,215
10562,161
10563,121
10564,92
10565,85
10566,106
10567,185
10568,271
10569,359
10570,314
10571,259
10572,227
10573,199
10574,159
10575,151
10576,151
10577,164
10578,167
10579,219
10580,244
10581,278
10582,288
10583,286
10584,258
10585,214
10586,174
10587,122
10588,91
10589,84
10590,88
10591,147
10592,265
10593,344
10594,313
10595,272
10596,232
10597,184
10598,166
10599,158
10600,157
10601,134
10602,157
10603,199
10604,247
10605,287
10606,303
10607,286
10608,253
10609,210
10610,171
10611,119
10612,80
10613,73
10614,90
10615,164
10616,263
10617,318
10618,303
10619,259
10620,214
10621,182
10622,147
10623,149
10624,128
10625,139
10626,161
10627,222
10628,272
10629,317
10630,347
10631,320
10632,261
10633,196
10634,150
10635,110
10636,82
10637,74
10638,136
10639,219
10640,349
10641,360
10642,265
10643,203
10644,163
10645,151
10646,148
10647,124
10648,139
10649,134
10650,159
10651,222
10652,286
10653,326
10654,367
10655,320
10656,259
10657,205
10658,139
10659,109
10660,74
10661,77
10662,116
10663,223
10664,326
10665,310
10666,262
10667,184
10668,155
10669,147
10670,125
10671,130
10672,145
10673,132
10674,161
10675,209
10676,287
10677,339
10678,357
10679,329
10680,276
10681,209
10682,169
10683,108
10684,83
10685,73
10686,103
10687,234
10688,360
10689,362
10690,282
10691,224
10692,183
10693,164
10694,151
10695,137
10696,136
10697,140
10698,149
10699,209
10700,279
10701,316
10702,365
10703,332
10704,265
10705,204
10706,154
10707,133
10708,81
10709,69
10710,107
10711,232
10712,360
10713,342
10714,270
10715,216
10716,173
10717,151
10718,128
10719,132
10720,145
10721,130
10722,152
10723,199
10724,256
10725,297
10726,312
10727,316
10728,275
10729,247
10730,184
10731,128
10732,96
10733,85
10734,109
10735,161
10736,253
10737,320
10738,273
10739,229
10740,205
10741,172
10742,160
10743,128
10744,137
10745,162
10746,197
10747,210
10748,269
10749,280
10750,299
10751,290
10752,256
10753,204
10754,158
10755,119
10756,92
10757,68
10758,104
10759,135
10760,207
10761,284
10762,315
10763,265
10764,221
10765,176
10766,159
10767,157
10768,140
10769,146
10770,168
10771,219
10772,272
10773,295
10774,312
10775,299
10776,253
10777,224
10778,160
10779,106
10780,78
10781,81
10782,87
10783,140
10784,221
10785,300
10786,332
10787,271
10788,222
10789,185
10790,162
10791,144
10792,141
10793,135
10794,164
10795,231
10796,305
10797,329
10798,334
10799,319
10800,268
10801,201
10802,141
10803,112
10804,81
10805,76
10806,118
10807,232
10808,356
10809,360
10810,270
10811,180
10812,157
10813,143
10814,137
10815,127
10816,124
10817,120
10818,160
10819,198
10820,284
10821,344
10822,344
10823,340
10824,279
10825,206
10826,147
10827,106
10828,77
10829,71
10830,107
10831,240
10832,372
10833,359
10834,273
10835,229
10836,172
10837,163
10838,134
10839,141
10840,134
10841,130
10842,172
10843,219
10844,266
10845,308
10846,346
10847,337
10848,275
10849,209
10850,149
10851,107
10852,77
10853,87
10854,105
10855,206
10856,362
10857,356
10858,275
10859,200
10860,160
10861,160
10862,130
10863,138
10864,135
10865,121
10866,160
10867,198
10868,281
10869,318
10870,354
10871,331
10872,275
10873,215
10874,145
10875,111
10876,78
10877,72
10878,105
10879,208
10880,341
10881,322
10882,265
10883,197
10884,148
10885,145
10886,140
10887,133
10888,135
10889,129
10890,162
10891,190
10892,254
10893,286
10894,312
10895,326
10896,263
10897,216
10898,148
10899,120
10900,84
10901,77
10902,89
10903,176
10904,278
10905,332
10906,319
10907,243
10908,207
10909,170
10910,149
10911,139
10912,117
10913,150
10914,172
10915,203
10916,246
10917,277
10918,298
10919,281
10920,262
10921,212
10922,153
10923,122
10924,89
10925,76
10926,84
10927,131
10928,208
10929,320
10930,337
10931,271
10932,220
10933,191
10934,168
10935,150
10936,140
10937,140
10938,175
10939,224
10940,272
10941,305
10942,321
10943,322
10944,267
10945,201
10946,144
10947,104
10948,82
10949,67
10950,96
10951,213
10952,335
10953,344
10954,255
10955,221
10956,169
10957,147
10958,139
10959,147
10960,123
10961,151
10962,145
10963,201
10964,282
10965,315
10966,337
10967,324
10968,272
10969,211
10970,156
10971,116
10972,92
10973,68
10974,100
10975,196
